1.0193,-0.12428,0.099501,0.0024602,0.003866,0.0050296,0.0018199,0.0031599,0.0038584,1.0317,2,11,12,22,38,23,14,2,3,1,2,2,13,13,14,34,11,30,5,4,1,0,5,2,18,18,31,26,16,11
1.0195,-0.12306,0.097016,0.0027222,0.0056406,0.0062965,0.0020087,0.0046029,0.0048455,1.0315,5,7,12,22,36,17,17,7,4,1,5,12,16,25,18,25,14,6,5,2,1,2,4,11,7,22,34,28,12,7
1.0199,-0.12503,0.092958,0.0033919,0.0069225,0.0075575,0.0025981,0.0058046,0.0060994,1.0318,2,2,13,9,40,21,22,14,4,1,12,13,18,22,14,16,14,6,9,4,2,4,7,29,14,28,19,7,13,5
1.0203,-0.13051,0.087641,0.0031524,0.0045113,0.0063583,0.002331,0.0033318,0.0050047,1.0324,3,0,9,6,41,24,30,10,4,1,4,4,21,11,41,24,7,9,4,3,4,1,9,20,22,22,27,11,8,4
1.0202,-0.13024,0.085037,0.0027335,0.0044716,0.0054541,0.0021924,0.0034671,0.0041587,1.032,1,1,10,7,13,33,0,17,37,9,5,3,4,23,39,6,29,9,7,3,6,2,12,16,42,23,20,4,1,2
1.0202,-0.12606,0.085948,0.0027877,0.0049127,0.0052073,0.0022702,0.0039012,0.0040409,1.0316,2,12,4,16,32,16,26,10,9,1,1,2,11,14,35,29,25,9,1,1,3,3,6,21,25,33,6,17,12,2
1.0207,-0.12742,0.085579,0.0029114,0.0072121,0.0069173,0.002346,0.0052948,0.0053711,1.0322,8,7,16,26,0,16,30,11,8,6,2,2,3,7,7,25,38,32,11,1,3,2,6,19,34,22,22,11,8,1
1.0206,-0.13558,0.078939,0.0030938,0.0079416,0.0082025,0.0024913,0.0066266,0.0064241,1.0327,3,5,11,11,32,13,25,13,9,6,2,9,19,16,15,22,23,14,5,3,8,8,36,25,21,13,8,2,6,1
1.0206,-0.13844,0.074089,0.0027929,0.0056098,0.0051037,0.00217,0.004542,0.0040582,1.0326,2,3,11,8,37,20,25,9,7,6,6,6,11,18,13,25,32,11,5,1,7,16,12,29,27,20,11,4,1,1
1.0212,-0.13428,0.074946,0.003726,0.0077083,0.0068805,0.0029243,0.0059545,0.0055915,1.0327,3,1,4,11,33,15,23,23,10,5,5,5,10,34,27,13,14,12,5,3,2,9,17,27,18,24,18,7,5,1
1.021,-0.13188,0.076096,0.0036576,0.0066411,0.0070576,0.0028464,0.0050181,0.0057137,1.0324,3,2,4,5,46,9,25,23,5,6,3,2,5,16,33,34,13,14,5,3,2,7,13,21,27,17,22,12,4,3
1.0209,-0.13416,0.076194,0.0024126,0.0044177,0.0058427,0.0019365,0.0036248,0.0046783,1.0326,1,4,0,14,34,14,42,7,11,1,8,11,5,23,22,13,21,11,9,5,5,13,23,26,24,5,19,8,1,4
1.0212,-0.13581,0.075065,0.0021682,0.0039666,0.0052226,0.0017424,0.0032186,0.0041128,1.0329,4,1,12,23,0,19,50,11,7,1,11,14,9,36,23,8,14,8,3,2,5,8,17,31,20,27,10,6,1,3
1.0209,-0.13459,0.07576,0.0023274,0.0034615,0.0056312,0.0018385,0.0028042,0.004441,1.0325,4,7,8,28,0,21,42,11,4,3,3,5,6,28,35,14,10,15,6,6,3,15,35,38,27,6,3,0,0,1
0.9276,0.16885,0.37654,0.004693,0.0066063,0.0075254,0.0035617,0.0045868,0.0057142,1.0153,3,10,25,40,23,23,3,0,0,1,4,3,3,22,43,32,10,5,3,3,4,14,23,35,26,12,4,4,5,1
0.92856,0.168,0.37422,0.0033378,0.0036369,0.0050807,0.0027344,0.0029188,0.0041341,1.0151,4,9,12,19,20,16,21,13,7,7,1,0,2,16,45,12,34,13,4,1,1,8,12,3,26,28,8,27,8,7
0.9282,0.1691,0.37489,0.0030217,0.0037746,0.0050683,0.0024745,0.0031304,0.0040602,1.0153,4,11,9,24,21,17,23,10,7,2,1,0,0,5,21,18,22,26,30,5,5,12,23,7,26,28,7,9,10,1
0.9103,0.20637,0.37606,0.066012,0.058678,0.085802,0.04416,0.048175,0.050793,1.0132,3,2,7,5,5,14,77,7,3,5,6,74,13,4,3,3,5,12,6,2,8,3,3,2,12,76,2,6,6,10
0.83265,0.3327,0.42484,0.091131,0.10417,0.10137,0.077574,0.092022,0.079828,1.0062,8,20,37,11,9,15,13,7,3,5,11,17,7,3,7,16,6,12,27,22,8,3,3,2,12,14,7,43,21,15
0.7752,0.42881,0.46344,0.025843,0.019169,0.025609,0.015235,0.012542,0.017893,1.0006,5,6,12,34,59,4,2,2,2,2,3,4,3,5,3,18,62,24,3,3,2,5,0,43,43,12,11,3,4,5
0.77828,0.43355,0.45307,0.0038215,0.0039876,0.004941,0.0028412,0.0029005,0.0037996,0.9995,1,1,2,1,6,30,20,44,17,6,5,11,36,29,23,15,6,0,0,3,3,6,32,40,10,23,10,1,1,2
0.77818,0.43372,0.45216,0.0025978,0.0029729,0.0048858,0.0020759,0.0023302,0.0038593,0.99908,3,21,21,23,31,0,23,3,2,1,4,0,6,30,36,16,13,16,3,4,4,11,21,25,31,22,9,4,0,1
0.77801,0.43416,0.45071,0.0026247,0.0030361,0.0047573,0.0020504,0.0024129,0.0037982,0.99847,5,21,18,26,33,0,21,2,1,1,5,3,16,10,32,34,23,0,3,2,1,4,11,21,30,9,30,14,5,3
0.77811,0.43427,0.45079,0.0031409,0.0032659,0.0045339,0.0024848,0.0025611,0.003393,0.99865,8,7,18,9,22,33,11,11,4,5,8,17,11,31,17,17,17,3,2,5,1,8,9,24,41,25,11,7,1,1
0.77811,0.43466,0.45027,0.0031409,0.00355,0.005147,0.0024789,0.0027819,0.0038557,0.99859,7,5,18,18,50,10,10,5,3,2,3,5,2,19,31,13,38,7,6,4,5,13,8,20,39,22,12,7,1,1
1.0081,-0.25097,-0.011285,0.0040128,0.0060592,0.0056933,0.0031825,0.0043596,0.0042643,1.0389,2,6,17,16,28,37,11,10,0,1,3,3,3,14,29,41,27,3,4,1,13,12,18,17,43,3,16,1,0,5
1.0093,-0.24775,-0.013726,0.0028911,0.0049209,0.0060141,0.0022837,0.004106,0.0048567,1.0394,6,13,19,20,31,14,13,5,6,1,1,7,18,7,37,18,9,19,8,4,4,8,9,12,6,19,25,27,14,4
1.01,-0.24531,-0.016135,0.0032796,0.0052491,0.0062336,0.0024923,0.0042725,0.0051776,1.0395,16,34,26,37,12,1,1,0,0,1,1,5,9,20,5,21,30,18,14,5,7,10,11,17,14,20,26,13,7,3
1.0104,-0.24475,-0.016471,0.0030237,0.004091,0.0050956,0.0022905,0.003226,0.0040212,1.0398,9,26,31,50,10,1,0,0,0,1,7,3,17,9,39,21,10,15,3,4,4,5,11,22,17,34,24,5,5,1
1.0102,-0.24539,-0.016753,0.0027017,0.0035116,0.0047501,0.0021306,0.0027574,0.003852,1.0397,2,2,8,12,9,36,17,32,3,7,4,3,12,22,31,13,27,9,6,1,2,6,15,7,26,32,10,19,6,5
1.0097,-0.24518,-0.017643,0.0026885,0.0035802,0.0051124,0.0020121,0.0028937,0.004125,1.0392,3,0,15,11,12,41,14,24,4,4,4,1,15,10,39,13,19,9,8,10,6,4,19,11,31,22,7,17,8,3
1.0098,-0.24374,-0.017437,0.0027888,0.0034287,0.0051344,0.0019362,0.002788,0.004086,1.039,1,25,13,58,24,6,0,0,0,1,2,7,6,8,37,21,22,9,11,5,5,2,5,26,30,36,7,13,1,3
1.0098,-0.24406,-0.016482,0.0028394,0.0038531,0.0049401,0.0019141,0.0031516,0.0039012,1.039,4,20,15,62,21,5,0,0,0,1,3,2,10,16,21,11,39,12,7,7,2,1,3,20,33,43,8,11,2,5
1.0095,-0.24641,-0.017556,0.0027766,0.0041485,0.005149,0.0020533,0.0034756,0.0041328,1.0393,6,10,14,15,43,12,21,4,1,2,10,12,20,18,20,10,23,11,1,3,6,5,18,26,20,28,16,5,2,2
1.0101,-0.24696,-0.018327,0.0025778,0.0038572,0.005255,0.0019448,0.0032376,0.0043332,1.04,2,8,11,14,46,10,27,6,2,2,12,13,17,15,31,11,17,2,5,5,8,13,8,15,14,23,21,14,10,2
1.0108,-0.24389,-0.016602,0.0024617,0.0045261,0.0055933,0.002082,0.0036436,0.004305,1.04,7,7,15,0,31,11,0,41,9,7,8,7,17,23,31,10,5,21,2,4,5,10,7,23,27,20,18,9,6,3
1.0107,-0.24208,-0.015929,0.002553,0.0036741,0.005386,0.0021707,0.0029778,0.0041782,1.0394,1,8,8,15,0,27,10,44,10,5,4,1,26,13,41,7,16,9,6,5,3,1,7,10,32,37,15,13,2,8
1.0103,-0.2425,-0.014833,0.0024235,0.0033722,0.0053549,0.0019116,0.0026711,0.004286,1.0391,1,2,5,9,13,43,14,31,6,4,7,3,21,11,46,13,15,3,8,1,1,6,10,10,23,27,24,16,10,1
1.0101,-0.23883,-0.025987,0.0054672,0.012161,0.027857,0.0034397,0.0071126,0.020116,1.0387,1,0,6,26,56,33,3,0,1,2,1,0,0,30,80,7,4,4,0,2,6,2,3,5,2,6,1,18,49,36
0.1873,0.78885,0.57356,0.004094,0.0044876,0.0049739,0.0031525,0.0031114,0.003918,0.99316,12,18,10,43,7,17,15,1,4,1,2,2,4,9,35,57,7,11,0,1,3,6,25,29,32,16,3,12,1,1
0.18775,0.78872,0.5738,0.003056,0.0034332,0.0052124,0.0023007,0.0024685,0.0040502,0.99328,3,16,8,51,11,28,8,1,1,1,6,11,33,49,22,2,4,0,0,1,5,8,17,26,31,25,4,8,3,1
0.18785,0.78815,0.57384,0.0031469,0.0031945,0.0050629,0.0025119,0.0024679,0.0039897,0.99287,3,15,12,45,10,26,15,0,1,1,2,8,8,25,14,48,15,6,1,1,1,4,9,14,24,8,35,22,6,5
0.18819,0.7884,0.57349,0.0030885,0.0030766,0.0048177,0.0025174,0.0023224,0.0037547,0.99293,17,10,10,27,16,27,11,8,0,2,2,4,9,23,16,51,16,4,2,1,2,1,4,15,14,32,29,22,6,3
